Accession Planting,Inventory Date,Status,Condition,Inventory Note,Measurement Date,Height,Height Unit,DBH,DBH Unit,Measurement Note
2013-0063-01-17,11/23/2013 0:00,Alive,,,,,,,,
2013-0063-01-17,11/26/2013 0:00,Alive,Excellent,Caged. VN,,,,,,
2013-0063-01-17,2/16/2015 0:00,Alive,Good,Caged. Old herbivory.,,,,,,
2013-0063-01-17,2/16/2015 23:46,Alive,Good,Caged. Old herbivory.,,,,,,
2013-0063-01-17,3/21/2016 18:30,Alive,Excellent,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, No herbivory, VN, 2/24/16.",,,,,,
2013-0063-01-17,3/23/2017 20:28,Alive,Good,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Caged, Healed herbivory, VN, 2/17/17.",,,,,,
2013-0063-01-17,2/26/2018 15:15,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2013-0063-01-17,3/29/2019 19:32,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2013-0063-01-17,2/7/2020 12:46,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2013-0063-01-16,,,,,2/26/2020 13:37,1.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2013-0063-01-16,,,,,3/29/2019 19:13,1.5833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/104"
2013-0063-01-16,,,,,2/18/2015 0:00,11,inches,,inches,0 arms.0 buds.
2013-0063-01-16,,,,,11/26/2013 0:00,0.8,feet,,feet,0 arms. VN
2013-0063-01-16,3/12/2013 10:45,Unknown,,,,,,,,
2013-0063-01-16,10/7/2013 17:11,Unknown,,,,,,,,
2013-0063-01-16,11/23/2013 0:00,Alive,,,,,,,,
2013-0063-01-16,11/26/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2013-0063-01-16,2/18/2015 0:00,Alive,Good,Not caged. Old herbivary.,,,,,,
2013-0063-01-16,2/19/2015 22:46,Alive,Good,Not caged. Old herbivary.,,,,,,
2013-0063-01-16,3/21/2016 18:30,Alive,Excellent,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2013-0063-01-16,3/23/2017 20:28,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2013-0063-01-16,2/26/2018 15:15,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2013-0063-01-15,,,,,2/26/2020 13:37,2.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2013-0063-01-15,,,,,3/29/2019 19:12,2.3333333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/58"
2013-0063-01-15,,,,,2/18/2015 0:00,15.5,inches,,inches,0 arms. 0 buds.
2013-0063-01-15,,,,,11/26/2013 0:00,1,feet,,feet,0 arms. VN
2013-0063-01-15,3/12/2013 10:45,Unknown,,,,,,,,
2013-0063-01-15,10/7/2013 17:11,Unknown,,,,,,,,
2013-0063-01-15,11/23/2013 0:00,Alive,,,,,,,,
2013-0063-01-15,11/26/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2013-0063-01-15,2/18/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
2013-0063-01-15,2/18/2015 22:31,Alive,Good,Not caged. Old herbivory.,,,,,,
2013-0063-01-15,3/21/2016 18:30,Alive,Excellent,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2013-0063-01-15,3/23/2017 20:28,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2013-0063-01-15,2/26/2018 15:15,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2013-0063-01-14,,,,,2/26/2020 13:37,4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2013-0063-01-14,,,,,2/16/2015 0:00,26.5,inches,,inches,0 arms. 0 buds.
2013-0063-01-14,,,,,11/26/2013 0:00,21.5,inches,,inches,0 arms. VN
2013-0063-01-14,3/12/2013 10:45,Unknown,,,,,,,,
2013-0063-01-14,10/7/2013 17:11,Unknown,,,,,,,,
2013-0063-01-14,11/23/2013 0:00,Alive,,,,,,,,
2013-0063-01-14,11/26/2013 0:00,Alive,Excellent,Not caged. VN,,,,,,
2013-0063-01-14,2/16/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
2013-0063-01-14,2/16/2015 23:46,Alive,Good,Not caged. Old herbivory.,,,,,,
2013-0063-01-14,3/21/2016 18:30,Alive,Excellent,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2013-0063-01-14,3/23/2017 20:28,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2013-0063-01-14,2/26/2018 15:15,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2013-0063-01-14,3/29/2019 19:31,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2013-0063-01-13,,,,,2/26/2020 13:37,3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2013-0063-01-13,,,,,3/29/2019 19:11,2.7916667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/32"
2013-0063-01-13,,,,,2/16/2015 0:00,26.5,inches,,inches,0 arms. 0 buds.
2013-0063-01-13,,,,,11/26/2013 0:00,2,feet,,feet,0 arms. VN
2013-0063-01-13,3/12/2013 10:45,Unknown,,,,,,,,
2013-0063-01-13,10/7/2013 17:11,Unknown,,,,,,,,
2013-0063-01-13,11/23/2013 0:00,Alive,,,,,,,,
2013-0063-01-13,11/26/2013 0:00,Alive,Excellent,Caged. VN,,,,,,
2013-0063-01-13,2/16/2015 0:00,Alive,Poor,Caged. Old herbivory.,,,,,,
2013-0063-01-13,2/16/2015 23:46,Alive,Poor,Caged. Old herbivory.,,,,,,
2013-0063-01-13,3/21/2016 18:30,Alive,Good,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, No herbivory, VN, 2/24/16.",,,,,,
2013-0063-01-13,3/23/2017 20:28,Alive,Fair,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Caged, Healed herbivory, VN, 2/17/17.",,,,,,
2013-0063-01-13,2/26/2018 15:15,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2013-0063-01-12,,,,,2/26/2020 13:37,2.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2013-0063-01-12,,,,,3/29/2019 19:12,2.2083333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/66"
2013-0063-01-12,,,,,2/16/2015 0:00,18,inches,,inches,0 arms. 0 buds.
2013-0063-01-12,,,,,11/26/2013 0:00,17,inches,,inches,0 arms. VN
2013-0063-01-12,3/12/2013 10:45,Unknown,,,,,,,,
2013-0063-01-12,10/7/2013 17:11,Unknown,,,,,,,,
2013-0063-01-12,11/23/2013 0:00,Alive,,,,,,,,
2013-0063-01-12,11/26/2013 0:00,Alive,Excellent,Not caged. VN,,,,,,
2013-0063-01-12,2/16/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
2013-0063-01-12,2/16/2015 23:46,Alive,Good,Not caged. Old herbivory.,,,,,,
2013-0063-01-12,4/20/2015 23:31,Alive,Good,Not caged. Old herbivory.,,,,,,
2013-0063-01-12,3/21/2016 18:30,Alive,Excellent,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2013-0063-01-12,3/23/2017 20:28,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2013-0063-01-12,2/26/2018 15:15,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2013-0063-01-11,,,,,2/26/2020 13:40,12.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2013-0063-01-11,,,,,2/26/2018 15:15,10.8,feet,,feet,0 arms. 0 buds.
2013-0063-01-11,,,,,2/19/2015 0:00,9,feet,,feet,0 arms. 0 buds.
2013-0063-01-11,,,,,11/25/2013 0:00,8.7,feet,13,feet,0 arms. VN
2013-0063-01-11,3/12/2013 10:46,Unknown,,,,,,,,
2013-0063-01-11,10/7/2013 17:15,Unknown,,,,,,,,
2013-0063-01-11,11/23/2013 0:00,Alive,,,,,,,,
2013-0063-01-11,11/25/2013 0:00,Alive,Excellent,Not caged. VN,,,,,,
2013-0063-01-11,11/25/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2013-0063-01-11,2/19/2015 0:00,Alive,Excellent,Not caged. No herbivory.,,,,,,
2013-0063-01-11,3/21/2016 18:30,Alive,Excellent,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2013-0063-01-11,3/23/2017 20:28,Alive,Excellent,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2013-0063-01-11,2/26/2018 15:15,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2013-0063-01-11,3/29/2019 19:33,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2013-0063-01-10,,,,,2/26/2020 13:37,9.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2013-0063-01-10,,,,,2/17/2015 0:00,7.7,feet,14.5,feet,0 arms. 0 buds.
2013-0063-01-10,,,,,11/25/2013 0:00,7.4,feet,14.4,feet,0 arms. VN
2013-0063-01-10,3/12/2013 10:45,Unknown,,,,,,,,
2013-0063-01-10,10/7/2013 17:10,Unknown,,,,,,,,
2013-0063-01-10,11/23/2013 0:00,Alive,,,,,,,,
2013-0063-01-10,11/25/2013 0:00,Alive,Excellent,Not caged. VN,,,,,,
2013-0063-01-10,11/25/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2013-0063-01-10,2/17/2015 0:00,Alive,Excellent,Not caged. No herbivory.,,,,,,
2013-0063-01-10,2/18/2015 0:01,Alive,Excellent,Not caged. No herbivory.,,,,,,
2013-0063-01-10,3/21/2016 18:30,Alive,Excellent,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2013-0063-01-10,3/23/2017 20:28,Alive,Excellent,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2013-0063-01-10,2/26/2018 15:15,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2013-0063-01-10,3/29/2019 19:31,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2013-0063-01-1,,,,,2/26/2020 13:37,3.17,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2013-0063-01-1,,,,,3/29/2019 19:11,2.75,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/35"
2013-0063-01-1,,,,,2/16/2015 0:00,19.75,inches,0,inches,0 arms. 0 buds.
2013-0063-01-1,,,,,2/5/2013 21:10,12.2,inches,0,inches,0 arms. sg&cs
2013-0063-01-1,2/5/2013 0:00,Alive,Excellent,Not caged. No damage. sg&cs,,,,,,
2013-0063-01-1,3/12/2013 10:45,Alive,Excellent,Not caged. No damage. sg&cs,,,,,,
2013-0063-01-1,10/7/2013 17:10,Alive,Excellent,Not caged. No damage. sg&cs,,,,,,
2013-0063-01-1,1/9/2015 23:00,Alive,Excellent,Not caged. No damage. sg&cs,,,,,,
2013-0063-01-1,2/9/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
2013-0063-01-1,2/16/2015 0:00,Alive,Fair,Not caged. Old herbivory.,,,,,,
2013-0063-01-1,2/18/2015 0:01,Alive,Good,Not caged. Old herbivory.,,,,,,
2013-0063-01-1,3/21/2016 18:30,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2013-0063-01-1,3/23/2017 20:28,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2013-0063-01-1,2/26/2018 15:15,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2013-0013-01-9,,,,,2/26/2020 13:38,3.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2013-0013-01-9,,,,,2/18/2015 0:00,28.5,inches,9.2,inches,0 arms. 0 buds.
2013-0013-01-9,,,,,1/28/2013 14:33,2.1,feet,9.2,feet,0 arms. ahp
2013-0013-01-9,1/28/2013 0:00,Alive,Good,Not caged. ahp,,,,,,
2013-0013-01-9,3/12/2013 10:46,Alive,Good,Not caged. ahp,,,,,,
2013-0013-01-9,10/7/2013 17:12,Alive,Good,Not caged. ahp,,,,,,
2013-0013-01-9,2/18/2015 0:00,Alive,Fair,Not caged. Old herbivory.,,,,,,
2013-0013-01-9,3/23/2017 20:28,Alive,Good,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2013-0013-01-9,2/26/2018 15:14,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2013-0013-01-9,3/29/2019 19:32,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2013-0013-01-8,,,,,2/26/2020 13:38,2.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2013-0013-01-8,,,,,3/29/2019 19:12,2.375,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/57"
2013-0013-01-8,,,,,2/18/2015 0:00,19,inches,6.3,inches,0 arms. 0 buds.
2013-0013-01-8,,,,,1/28/2013 14:54,1.5,feet,6.3,feet,0 arms. ahp
2013-0013-01-8,1/28/2013 0:00,Alive,Excellent,Not caged. ahp,,,,,,
2013-0013-01-8,3/12/2013 10:46,Alive,Excellent,Not caged. ahp,,,,,,
2013-0013-01-8,10/7/2013 17:12,Alive,Excellent,Not caged. ahp,,,,,,
2013-0013-01-8,2/18/2015 0:00,Alive,Excellent,Not caged. No herbivory.,,,,,,
2013-0013-01-8,3/23/2017 20:28,Alive,Excellent,"Not caged. No herbivory. Undated. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2013-0013-01-8,2/26/2018 15:14,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2013-0013-01-7,,,,,2/26/2020 13:38,4.75,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2013-0013-01-7,,,,,2/18/2015 0:00,51,inches,,inches,0 arms. 0 buds.
2013-0013-01-7,,,,,1/28/2013 14:58,3.8,feet,10,feet,0 arms. ahp
2013-0013-01-7,1/28/2013 0:00,Alive,Excellent,Not caged. ahp,,,,,,
2013-0013-01-7,3/12/2013 10:46,Alive,Excellent,Not caged. ahp,,,,,,
2013-0013-01-7,10/7/2013 17:12,Alive,Excellent,Not caged. ahp,,,,,,
2013-0013-01-7,2/18/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
2013-0013-01-7,2/19/2015 22:46,Alive,Good,Not caged. Old herbivory.,,,,,,
2013-0013-01-7,3/23/2017 20:28,Alive,Excellent,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2013-0013-01-7,2/26/2018 15:14,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2013-0013-01-7,3/29/2019 19:32,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2013-0013-01-6,,,,,2/26/2020 13:38,6.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2013-0013-01-6,,,,,2/19/2015 0:00,61.5,inches,,inches,0 arms. 0 buds.
2013-0013-01-6,,,,,1/28/2013 15:00,4.5,feet,11.2,feet,0 arms. ahp
2013-0013-01-6,1/28/2013 0:00,Alive,Good,Not caged. ahp,,,,,,
2013-0013-01-6,3/12/2013 10:46,Alive,Good,Not caged. ahp,,,,,,
2013-0013-01-6,10/7/2013 17:12,Alive,Good,Not caged. ahp,,,,,,
2013-0013-01-6,2/19/2015 0:00,Alive,Good,Not caged. No herbivory.,,,,,,
2013-0013-01-6,9/21/2015 22:37,Alive,Good,Not caged. No herbivory.,,,,,,
2013-0013-01-6,3/23/2017 20:28,Alive,Excellent,"Not caged. No herbivory. Undated. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2013-0013-01-6,2/26/2018 15:14,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2013-0013-01-6,3/29/2019 19:32,Alive,Excellent,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2013-0013-01-5,,,,,1/28/2013 15:02,0.8,feet,4.3,feet,0 arms. ahp
2013-0013-01-5,1/28/2013 0:00,Alive,Excellent,Not caged. ahp,,,,,,
2013-0013-01-5,3/12/2013 10:46,Alive,Excellent,Not caged. ahp,,,,,,
2013-0013-01-5,10/7/2013 17:14,Alive,Excellent,Not caged. ahp,,,,,,
2013-0013-01-5,2/19/2015 0:00,Dead,,,,,,,,
2013-0013-01-4,,,,,2/26/2020 13:39,3.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2013-0013-01-4,,,,,2/19/2015 0:00,28.25,inches,,inches,0 arms. 0 buds.
2013-0013-01-4,,,,,1/28/2013 14:45,2,feet,9.5,feet,0 arms. ahp
2013-0013-01-4,1/28/2013 0:00,Alive,Excellent,Not caged. ahp,,,,,,
2013-0013-01-4,3/12/2013 10:46,Alive,Excellent,Not caged. ahp,,,,,,
2013-0013-01-4,10/7/2013 17:14,Alive,Excellent,Not caged. ahp,,,,,,
